Time,Tissue Displacement,Pressure,Temperature,Piston Displacement,Opening Diameter,Battery Voltage,Charging,deformation,pressureApplied,IAP,stress,force,strain,elasticity
3953118,38,100.28,24.32,0,60,0.08,Unplugged,0,-0.48,0.48,3.44,1215.03,0,inf|
3953162,34,100.28,24.32,0,60,0.08,Unplugged,4,-0.48,0.56,4.11,1453.75,66.67,0.06|
3953204,37,100.28,24.32,0,60,0.08,Unplugged,1,-0.48,1.15,8.9,3146.02,16.67,0.53|
3953247,36,100.28,24.32,0,60,0.07,Unplugged,2,-0.48,0.68,5.05,1784.48,33.33,0.15|
3953289,36,100.28,24.32,0,60,0.08,Unplugged,2,-0.48,0.68,5.05,1784.65,33.33,0.15|
3953331,36,100.28,24.32,0,60,0.08,Unplugged,2,-0.48,0.68,5.06,1788.66,33.33,0.15|
3953374,37,100.28,24.32,0,60,0.06,Unplugged,1,-0.48,1.15,8.91,3152.43,16.67,0.53|
3953416,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.15,8.91,3151.43,16.67,0.53|
3953458,35,100.28,24.31,0,60,0.08,Unplugged,3,-0.48,0.6,4.39,1551.75,50,0.09|
3953501,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.15,8.89,3145.37,16.67,0.53|
3953543,36,100.28,24.31,0,60,0.08,Unplugged,2,-0.48,0.68,5.05,1785.07,33.33,0.15|
3953586,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.15,8.9,3146.27,16.67,0.53|
3953628,36,100.28,24.31,0,60,0.08,Unplugged,2,-0.48,0.67,5.04,1781.52,33.33,0.15|
3953671,37,100.28,24.31,0,60,0.07,Unplugged,1,-0.48,1.14,8.88,3138.91,16.67,0.53|
3953713,38,100.28,24.31,0,60,0.08,Unplugged,0,-0.48,0.48,3.44,1215.1,0,inf|
3953756,38,100.28,24.31,0,60,0.08,Unplugged,0,-0.48,0.48,3.43,1212.37,0,inf|
3953798,39,100.28,24.31,0,60,0.08,Unplugged,-1,-0.48,0.3,1.99,704.71,-16.67,-0.12|
3953840,35,100.28,24.31,0,60,0.08,Unplugged,3,-0.48,0.59,4.38,1550.3,50,0.09|
3953882,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.14,8.88,3139.66,16.67,0.53|
3953925,38,100.28,24.31,0,60,0.08,Unplugged,0,-0.48,0.48,3.43,1213.98,0,inf|
3953966,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.14,8.86,3133.55,16.67,0.53|
3954008,36,100.28,24.31,0,60,0.08,Unplugged,2,-0.48,0.67,5.04,1783.2,33.33,0.15|
3954051,38,100.28,24.31,0,60,0.08,Unplugged,0,-0.48,0.48,3.43,1212.24,0,inf|
3954093,36,100.28,24.31,0,60,0.07,Unplugged,2,-0.48,0.67,5.04,1782.32,33.33,0.15|
3954135,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.14,8.87,3136.3,16.67,0.53|
3954178,38,100.28,24.31,0,60,0.08,Unplugged,0,-0.48,0.48,3.44,1215.4,0,inf|
3954219,36,100.28,24.31,0,60,0.08,Unplugged,2,-0.48,0.67,5.04,1782.32,33.33,0.15|
3954261,36,100.28,24.31,0,60,0.07,Unplugged,2,-0.48,0.67,5.04,1782.09,33.33,0.15|
3954304,36,100.28,24.31,0,60,0.08,Unplugged,2,-0.48,0.67,5.04,1781.12,33.33,0.15|
3954346,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.14,8.88,3140.11,16.67,0.53|
3954388,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.14,8.87,3135.75,16.67,0.53|
3954431,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.14,8.87,3138.41,16.67,0.53|
3954473,36,100.28,24.31,0,60,0.08,Unplugged,2,-0.48,0.68,5.05,1785.76,33.33,0.15|
3954515,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.14,8.88,3141.31,16.67,0.53|
3954557,38,100.28,24.31,0,60,0.08,Unplugged,0,-0.48,0.48,3.44,1215.24,0,inf|
3954600,35,100.28,24.31,0,60,0.05,Unplugged,3,-0.48,0.59,4.37,1547.06,50,0.09|
3954642,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.14,8.87,3138.61,16.67,0.53|
3954685,36,100.28,24.31,0,60,0.08,Unplugged,2,-0.48,0.67,5.04,1782.54,33.33,0.15|
3954728,37,100.28,24.31,0,60,0.07,Unplugged,1,-0.48,1.15,8.91,3150.28,16.67,0.53|
3954771,36,100.28,24.31,0,60,0.08,Unplugged,2,-0.48,0.68,5.05,1785.76,33.33,0.15|
3954813,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.15,8.91,3150.03,16.67,0.53|
3954855,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.15,8.9,3148.07,16.67,0.53|
3954898,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.14,8.87,3136.96,16.67,0.53|
3954940,36,100.28,24.31,0,60,0.08,Unplugged,2,-0.48,0.68,5.05,1785.1,33.33,0.15|
3954982,37,100.28,24.31,0,60,0.07,Unplugged,1,-0.48,1.14,8.88,3141.21,16.67,0.53|
3955024,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.15,8.91,3150.23,16.67,0.53|
3955066,36,100.28,24.31,0,60,0.08,Unplugged,2,-0.48,0.68,5.06,1787.95,33.33,0.15|
3955109,36,100.28,24.31,0,60,0.08,Unplugged,2,-0.48,0.68,5.05,1786.89,33.33,0.15|
3955151,36,100.28,24.31,0,60,0.08,Unplugged,2,-0.48,0.68,5.06,1788.17,33.33,0.15|
3955193,36,100.28,24.31,0,60,0.07,Unplugged,2,-0.48,0.68,5.05,1786.44,33.33,0.15|
3955235,35,100.28,24.31,0,60,0.07,Unplugged,3,-0.48,0.59,4.38,1548.42,50,0.09|
3955277,37,100.28,24.31,0,60,0.07,Unplugged,1,-0.48,1.14,8.87,3138.86,16.67,0.53|
3955319,36,100.28,24.31,0,60,0.08,Unplugged,2,-0.48,0.67,5.02,1775.41,33.33,0.15|
3955361,35,100.28,24.31,0,60,0.08,Unplugged,3,-0.48,0.59,4.37,1546.54,50,0.09|
3955403,34,100.28,24.31,0,60,0.08,Unplugged,4,-0.48,0.56,4.1,1448.78,66.67,0.06|
3955446,36,100.28,24.31,0,60,0.07,Unplugged,2,-0.48,0.67,5.04,1781.83,33.33,0.15|
3955488,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.14,8.87,3138.76,16.67,0.53|
3955531,35,100.28,24.31,0,60,0.07,Unplugged,3,-0.48,0.59,4.39,1551.23,50,0.09|
3955574,36,100.28,24.31,0,60,0.08,Unplugged,2,-0.48,0.67,5.03,1779.87,33.33,0.15|
3955616,34,100.28,24.31,0,60,0.08,Unplugged,4,-0.48,0.56,4.09,1447.67,66.67,0.06|
3955658,34,100.28,24.31,0,60,0.07,Unplugged,4,-0.48,0.56,4.1,1449.56,66.67,0.06|
3955701,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.14,8.87,3136.25,16.67,0.53|
3955743,36,100.28,24.31,0,60,0.08,Unplugged,2,-0.48,0.67,5.04,1781.75,33.33,0.15|
3955786,36,100.28,24.31,0,60,0.08,Unplugged,2,-0.48,0.67,5.04,1781.69,33.33,0.15|
3955829,37,100.28,24.31,0,60,0.07,Unplugged,1,-0.48,1.14,8.87,3137.11,16.67,0.53|
3955871,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.14,8.87,3135.85,16.67,0.53|
3955913,35,100.28,24.31,0,60,0.08,Unplugged,3,-0.48,0.59,4.38,1547.41,50,0.09|
3955956,38,100.28,24.31,0,60,0.07,Unplugged,0,-0.48,0.48,3.44,1215.07,0,inf|
3955999,36,100.28,24.31,0,60,0.07,Unplugged,2,-0.48,0.68,5.05,1786.04,33.33,0.15|
3956041,37,100.28,24.31,0,60,0.07,Unplugged,1,-0.48,1.14,8.88,3141.61,16.67,0.53|
3956084,38,100.28,24.31,0,60,0.08,Unplugged,0,-0.48,0.48,3.44,1217.95,0,inf|
3956127,36,100.28,24.31,0,60,0.08,Unplugged,2,-0.48,0.68,5.04,1784.11,33.33,0.15|
3956171,36,100.28,24.31,0,60,0.05,Unplugged,2,-0.48,0.67,5.04,1783.06,33.33,0.15|
3956213,38,100.28,24.31,0,60,0.07,Unplugged,0,-0.48,0.48,3.44,1215.63,0,inf|
3956256,35,100.28,24.31,0,60,0.08,Unplugged,3,-0.48,0.59,4.38,1548.05,50,0.09|
3956298,37,100.28,24.31,0,60,0.07,Unplugged,1,-0.48,1.14,8.87,3136.3,16.67,0.53|
3956340,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.14,8.88,3142.26,16.67,0.53|
3956382,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.15,8.89,3145.92,16.67,0.53|
3956425,36,100.28,24.31,0,60,0.05,Unplugged,2,-0.48,0.67,5.04,1783.06,33.33,0.15|
3956467,36,100.28,24.31,0,60,0.07,Unplugged,2,-0.48,0.68,5.05,1786.27,33.33,0.15|
3956509,36,100.28,24.31,0,60,0.07,Unplugged,2,-0.48,0.68,5.06,1790.02,33.33,0.15|
3956552,36,100.28,24.31,0,60,0.07,Unplugged,2,-0.48,0.68,5.05,1785.96,33.33,0.15|
3956594,37,100.28,24.31,0,60,0.08,Unplugged,1,-0.48,1.15,8.89,3145.87,16.67,0.53|
3956637,35,100.28,24.31,0,60,0.08,Unplugged,3,-0.48,0.59,4.39,1550.94,50,0.09|
3956679,37,100.28,24.31,0,60,0.07,Unplugged,1,-0.48,1.15,8.89,3144.42,16.67,0.53|
3956721,36,100.28,24.31,0,60,0.08,Unplugged,2,-0.48,0.67,5.04,1783.03,33.33,0.15|
3956763,38,100.28,24.31,0,60,0.07,Unplugged,0,-0.48,0.48,3.44,1217.49,0,inf|
3956805,36,100.28,24.31,0,60,0.07,Unplugged,2,-0.48,0.68,5.06,1789.17,33.33,0.15|
3956849,37,100.28,24.31,0,60,0.07,Unplugged,1,-0.48,1.15,8.92,3153.73,16.67,0.54|
3956891,39,100.28,24.31,0,60,0.08,Unplugged,-1,-0.48,0.3,2,708.11,-16.67,-0.12|
3956934,37,100.28,24.31,0,60,0.07,Unplugged,1,-0.48,1.15,8.9,3147.82,16.67,0.53|
3956977,37,100.28,24.31,0,60,0.07,Unplugged,1,-0.48,1.15,8.9,3149.07,16.67,0.53|
3957019,36,100.28,24.31,0,60,0.08,Unplugged,2,-0.48,0.68,5.05,1787.6,33.33,0.15|
3957062,34,100.28,24.3,0,60,0.08,Unplugged,4,-0.48,0.56,4.11,1453.94,66.67,0.06|
3957104,34,100.28,24.3,0,60,0.07,Unplugged,4,-0.48,0.56,4.1,1450.37,66.67,0.06|
3957146,35,100.28,24.3,0,60,0.07,Unplugged,3,-0.48,0.59,4.37,1547.06,50,0.09|
3957188,36,100.28,24.3,0,60,0.08,Unplugged,2,-0.48,0.67,5.02,1776.66,33.33,0.15|
3957230,36,100.28,24.3,0,60,0.07,Unplugged,2,-0.48,0.67,5.03,1777.57,33.33,0.15|
3957272,37,100.28,24.3,0,60,0.08,Unplugged,1,-0.48,1.14,8.87,3136.9,16.67,0.53|
3958310,36,100.28,24.3,0,60,0.08,Unplugged,2,-0.48,0.67,5.03,1779.96,33.33,0.15|
3960309,36,100.28,24.27,0,60,0.07,Unplugged,2,-0.48,0.67,5.04,1781.72,33.33,0.15|
3961310,38,100.28,24.25,0,60,0.07,Unplugged,8,3.44,1217.87,0,inf|,,
4075309,31,100.27,24.18,0,60,0,Unplugged,7,-0.47,0.52,3.76,1330.31,116.67,0.03|
4089384,32,100.27,24.15,0,60,0.02,Unplugged,6,-0.47,0.52,3.76,1330.05,100,0.04|
4089427,32,100.25,24.12,0,60,0.07,Unplugged,6,-0.45,0.5,3.63,1283.32,100,0.04|
4089469,34,100.24,24.11,0,60,0.07,Unplugged,4,-0.44,0.51,3.75,1327.45,66.67,0.06|
4089511,36,100.24,24.11,0,60,0.08,Unplugged,2,-0.44,0.62,4.61,1630.02,33.33,0.14|
4089553,36,100.24,24.11,0,60,0.08,Unplugged,2,-0.44,0.62,4.66,1647.62,33.33,0.14|
4089595,34,100.25,24.11,0,60,0.08,Unplugged,4,-0.45,0.52,3.82,1352.23,66.67,0.06|
4089638,33,100.25,24.11,0,60,0.09,Unplugged,5,-0.45,0.51,3.74,1323.82,83.33,0.04|
4089680,32,100.26,24.12,0,60,0.06,Unplugged,6,-0.46,0.51,3.68,1299.96,100,0.04|
4089722,33,100.26,24.12,0,60,0.1,Unplugged,5,-0.46,0.52,3.8,1343.65,83.33,0.05|
4089764,34,100.26,24.13,0,60,0.06,Unplugged,4,-0.46,0.54,3.97,1403.46,66.67,0.06|
4089807,35,100.27,24.13,0,60,0.08,Unplugged,3,-0.47,0.58,4.28,1512.75,50,0.09|
4089850,32,100.27,24.14,0,60,0.06,Unplugged,6,-0.47,0.52,3.8,1343.01,100,0.04|
4089892,33,100.28,24.14,0,60,0.09,Unplugged,5,-0.48,0.54,3.93,1389.68,83.33,0.05|
4089935,35,100.28,24.15,0,60,0.07,Unplugged,3,-0.48,0.59,4.37,1545.16,50,0.09|
4089979,33,100.28,24.15,0,60,0.06,Unplugged,5,-0.48,0.54,3.95,1397.43,83.33,0.05|
4090021,33,100.28,24.15,0,60,0.08,Unplugged,5,-0.48,0.54,3.96,1399.3,83.33,0.05|
4090063,34,100.28,24.16,0,60,0.08,Unplugged,4,-0.48,0.56,4.1,1450.91,66.67,0.06|
4090106,32,100.28,24.16,0,60,0.1,Unplugged,6,-0.48,0.53,3.86,1366.75,100,0.04|
4090150,33,100.28,24.16,0,60,0.07,Unplugged,5,-0.48,0.54,3.94,1393.53,83.33,0.05|
4090192,33,100.27,24.16,0,60,0.09,Unplugged,5,-0.47,0.54,3.92,1386.42,83.33,0.05|
4090234,36,100.27,24.16,0,60,0.07,Unplugged,2,-0.47,0.66,4.96,1752.94,33.33,0.15|
4090276,33,100.27,24.16,0,60,0.09,Unplugged,5,-0.47,0.53,3.87,1369.54,83.33,0.05|
4090320,34,100.27,24.16,0,60,0.06,Unplugged,4,-0.47,0.55,4.03,1424,66.67,0.06|
4090362,34,100.27,24.17,0,60,0.08,Unplugged,4,-0.47,0.55,4.02,1422.92,66.67,0.06|
4090405,33,100.27,24.17,0,60,0.08,Unplugged,5,-0.47,0.53,3.88,1372.66,83.33,0.05|
4090447,34,100.27,24.17,0,60,0.06,Unplugged,4,-0.47,0.55,4.03,1424.26,66.67,0.06|
4090489,35,100.27,24.17,0,60,0.1,Unplugged,3,-0.47,0.58,4.3,1519.26,50,0.09|
4090531,33,100.27,24.17,0,60,0.06,Unplugged,5,-0.47,0.53,3.86,1366.77,83.33,0.05|
4090574,34,100.26,24.17,0,60,0.08,Unplugged,4,-0.46,0.54,3.98,1408.85,66.67,0.06|
4090616,34,100.26,24.17,0,60,0.07,Unplugged,4,-0.46,0.54,3.96,1401.47,66.67,0.06|
4090659,35,100.26,24.17,0,60,0.09,Unplugged,3,-0.46,0.57,4.23,1496.21,50,0.08|
4090702,32,100.26,24.17,0,60,0.07,Unplugged,6,-0.46,0.51,3.73,1319.51,100,0.04|
4090744,35,100.26,24.17,0,60,0.08,Unplugged,3,-0.46,0.57,4.24,1498.06,50,0.08|
4090786,36,100.27,24.17,0,60,0.08,Unplugged,2,-0.47,0.66,4.91,1734.8,33.33,0.15|
4090829,34,100.27,24.17,0,60,0.08,Unplugged,4,-0.47,0.55,4.01,1418.89,66.67,0.06|
4090872,35,100.27,24.17,0,60,0.08,Unplugged,3,-0.47,0.58,4.3,1522.33,50,0.09|
4090915,33,100.27,24.17,0,60,0.06,Unplugged,5,-0.47,0.53,3.9,1378.58,83.33,0.05|
4090957,34,100.27,24.17,0,60,0.09,Unplugged,4,-0.47,0.55,4.03,1426.94,66.67,0.06|
4090999,33,100.27,24.17,0,60,0.06,Unplugged,5,-0.47,0.53,3.86,1366.42,83.33,0.05|
4091041,34,100.27,24.17,0,60,0.08,Unplugged,4,-0.47,0.55,4,1415.77,66.67,0.06|
4091083,34,100.26,24.17,0,60,0.07,Unplugged,4,-0.46,0.54,3.98,1408.83,66.67,0.06|
4091125,33,100.26,24.17,0,60,0.1,Unplugged,5,-0.46,0.53,3.83,1354.65,83.33,0.05|
4091167,32,100.26,24.17,0,60,0.06,Unplugged,6,-0.46,0.51,3.71,1313.5,100,0.04|
4091209,32,100.26,24.17,0,60,0.09,Unplugged,6,-0.46,0.51,3.72,1316.37,100,0.04|
4091252,33,100.26,24.17,0,60,0.07,Unplugged,5,-0.46,0.53,3.83,1354.76,83.33,0.05|
4091294,35,100.26,24.17,0,60,0.09,Unplugged,3,-0.46,0.58,4.25,1501.59,50,0.08|
4091336,34,100.27,24.18,0,60,0.07,Unplugged,4,-0.47,0.55,3.99,1412.83,66.67,0.06|
4091378,32,100.27,24.18,0,60,0.08,Unplugged,6,-0.47,0.52,3.75,1325.66,100,0.04|
4091420,33,100.27,24.18,0,60,0.07,Unplugged,5,-0.47,0.53,3.84,1359.51,83.33,0.05|
4091462,35,100.27,24.18,0,60,0.08,Unplugged,3,-0.47,0.58,4.28,1512.57,50,0.09|
4091505,33,100.27,24.18,0,60,0.08,Unplugged,5,-0.47,0.53,3.87,1368.8,83.33,0.05|
4091547,33,100.27,24.18,0,60,0.07,Unplugged,5,-0.47,0.53,3.86,1365.93,83.33,0.05|
4091589,36,100.27,24.18,0,60,0.08,Unplugged,2,-0.47,0.66,4.93,1745.18,33.33,0.15|
4091632,33,100.27,24.18,0,60,0.06,Unplugged,5,-0.47,0.53,3.87,1369.56,83.33,0.05|
4091675,34,100.27,24.18,0,60,0.08,Unplugged,4,-0.47,0.55,4.03,1426.55,66.67,0.06|
4091717,35,100.27,24.18,0,60,0.07,Unplugged,3,-0.47,0.58,4.29,1518.62,50,0.09|
4091759,34,100.27,24.18,0,60,0.09,Unplugged,4,-0.47,0.55,4.01,1416.81,66.67,0.06|
4091801,32,100.27,24.18,0,60,0.07,Unplugged,6,-0.47,0.52,3.77,1334.94,100,0.04|
4091844,34,100.27,24.18,0,60,0.08,Unplugged,4,-0.47,0.55,4.01,1418.38,66.67,0.06|
4091887,35,100.26,24.18,0,60,0.08,Unplugged,3,-0.46,0.57,4.19,1480.6,50,0.08|
4091930,32,100.29,24.18,0,60,0.07,Unplugged,6,-0.49,0.54,3.91,1383.76,100,0.04|
4091972,34,100.3,24.18,0,60,0.08,Unplugged,4,-0.5,0.58,4.27,1508.62,66.67,0.06|
4092014,34,100.32,24.18,0,60,0.07,Unplugged,4,-0.52,0.6,4.42,1564.97,66.67,0.07|
4092056,34,100.33,24.18,0,60,0.08,Unplugged,4,-0.53,0.62,4.53,1603.83,66.67,0.07|
4092098,34,100.33,24.18,0,60,0.06,Unplugged,4,-0.53,0.62,4.56,1611.56,66.67,0.07|
4092140,33,100.34,24.18,0,60,0.08,Unplugged,5,-0.54,0.61,4.43,1567.95,83.33,0.05|
4092182,33,100.25,24.18,0,60,0.06,Unplugged,5,-0.45,0.51,3.69,1304.14,83.33,0.04|
4092225,31,99.86,24.18,0,60,0.09,Unplugged,7,-0.06,0.07,0.5,175.75,116.67,0.00|
4092267,30,99.05,24.18,0,60,0.07,Unplugged,8,0.75,-0.81,-5.88,-2079.61,133.33,-0.04|
4092310,29,98.03,24.18,0,60,0.08,Unplugged,9,1.77,-1.89,-13.7,-4844.6,150,-0.09|
4092353,30,97.01,24.18,0,60,0.07,Unplugged,8,2.79,-3.01,-21.81,-7715.37,133.33,-0.16|
4092397,29,96.09,24.17,0,60,0.08,Unplugged,9,3.71,-3.97,-28.75,-10169.92,150,-0.19|
4092440,27,95.3,24.17,0,60,0.08,Unplugged,11,4.5,-4.76,-34.39,-12163.61,183.33,-0.19|
4092483,27,94.64,24.17,0,60,0.06,Unplugged,11,5.16,-5.45,-39.43,-13945.42,183.33,-0.22|
4092526,28,94.09,24.16,0,60,0.09,Unplugged,10,5.71,-6.06,-43.84,-15506.99,166.67,-0.26|
4092569,27,93.65,24.16,0,60,0.06,Unplugged,11,6.15,-6.49,-46.96,-16607.41,183.33,-0.26|
4092612,27,93.29,24.16,0,60,0.08,Unplugged,11,6.51,-6.87,-49.71,-17580.39,183.33,-0.27|
4092655,28,93,24.16,0,60,0.07,Unplugged,10,6.8,-7.22,-52.28,-18490.58,166.67,-0.31|
4092698,26,92.76,24.16,0,60,0.07,Unplugged,12,7.04,-7.4,-53.51,-18923.79,200,-0.27|
4092742,27,92.56,24.16,0,60,0.08,Unplugged,11,7.24,-7.65,-55.32,-19566.79,183.33,-0.30|
4092785,26,92.39,24.15,0,60,0.05,Unplugged,12,7.41,-7.79,-56.32,-19918.19,200,-0.28|
4092829,26,92.24,24.15,0,60,0.08,Unplugged,12,7.56,-7.95,-57.43,-20311.64,200,-0.29|
4092871,27,92.11,24.15,0,60,0.07,Unplugged,11,7.69,-8.12,-58.74,-20773.9,183.33,-0.32|
4092916,25,91.99,24.15,0,60,0.05,Unplugged,13,7.81,-8.18,-59.1,-20901.53,216.67,-0.27|
4092959,27,91.86,24.15,0,60,0.09,Unplugged,11,7.94,-8.38,-60.62,-21440.26,183.33,-0.33|
4093004,25,91.72,24.15,0,60,0.06,Unplugged,13,8.08,-8.46,-61.09,-21605.89,216.67,-0.28|
4093047,26,91.54,24.15,0,60,0.08,Unplugged,12,8.26,-8.68,-62.73,-22185.2,200,-0.31|
4093089,25,91.25,24.15,0,60,0.08,Unplugged,13,8.55,-8.95,-64.64,-22860.7,216.67,-0.30|
4093132,25,90.93,24.15,0,60,0.07,Unplugged,13,8.87,-9.29,-67.11,-23735.16,216.67,-0.31|
4093176,26,90.79,24.15,0,60,0.08,Unplugged,12,9.01,-9.47,-68.47,-24216.4,200,-0.34|
4093218,27,90.78,24.15,0,60,0.07,Unplugged,11,9.02,-9.52,-68.86,-24352.71,183.33,-0.38|
4093261,24,90.87,24.15,0,60,0.09,Unplugged,14,8.93,-9.32,-67.3,-23802.5,233.33,-0.29|
4093304,25,91.02,24.15,0,60,0.07,Unplugged,13,8.78,-9.2,-66.44,-23497.26,216.67,-0.31|
4093347,24,91.2,24.15,0,60,0.07,Unplugged,14,8.6,-8.97,-64.76,-22904.55,233.33,-0.28|
4093390,23,91.42,24.15,0,60,0.08,Unplugged,15,8.38,-8.72,-62.95,-22265.66,250,-0.25|
4093433,25,91.65,24.15,0,60,0.06,Unplugged,13,8.15,-8.54,-61.66,-21808.83,216.67,-0.28|
4093478,26,91.88,24.15,0,60,0.07,Unplugged,12,7.92,-8.32,-60.15,-21274.92,200,-0.30|
4093520,24,92.12,24.15,0,60,0.07,Unplugged,14,7.68,-8.01,-57.85,-20460.34,233.33,-0.25|
4093563,25,92.36,24.15,0,60,0.08,Unplugged,13,7.44,-7.79,-56.29,-19907.94,216.67,-0.26|
4093607,25,92.59,24.15,0,60,0.08,Unplugged,13,7.21,-7.55,-54.53,-19284.36,216.67,-0.25|
4093651,28,92.82,24.15,0,60,0.06,Unplugged,10,6.98,-7.41,-53.66,-18978.79,166.67,-0.32|
4093693,28,93.04,24.16,0,60,0.08,Unplugged,10,6.76,-7.18,-51.95,-18373.48,166.67,-0.31|
4093736,26,93.25,24.16,0,60,0.06,Unplugged,12,6.55,-6.88,-49.74,-17591.87,200,-0.25|
4093780,27,93.46,24.16,0,60,0.08,Unplugged,11,6.34,-6.7,-48.44,-17131.34,183.33,-0.26|
4093822,27,93.65,24.16,0,60,0.07,Unplugged,11,6.15,-6.49,-46.94,-16602.32,183.33,-0.26|
4093865,27,93.84,24.16,0,60,0.07,Unplugged,11,5.96,-6.29,-45.49,-16090.05,183.33,-0.25|
4093908,28,94.03,24.16,0,60,0.08,Unplugged,10,5.77,-6.13,-44.36,-15689.18,166.67,-0.27|
4093950,25,94.2,24.16,0,60,0.06,Unplugged,13,5.6,-5.86,-42.33,-14971.36,216.67,-0.20|
4093992,24,94.37,24.17,0,60,0.09,Unplugged,14,5.43,-5.66,-40.88,-14457.83,233.33,-0.18|
4094034,28,94.54,24.17,0,60,0.06,Unplugged,10,5.26,-5.59,-40.44,-14303.24,166.67,-0.24|
4094078,27,94.7,24.17,0,60,0.09,Unplugged,11,5.1,-5.39,-38.96,-13779.59,183.33,-0.21|
4094122,28,94.85,24.17,0,60,0.07,Unplugged,10,4.95,-5.26,-38.04,-13455.02,166.67,-0.23|
4094164,28,95,24.17,0,60,0.07,Unplugged,10,4.8,-5.09,-36.87,-13040.49,166.67,-0.22|
4094207,27,95.15,24.17,0,60,0.08,Unplugged,11,4.65,-4.91,-35.53,-12567.84,183.33,-0.19|
4094251,25,95.29,24.17,0,60,0.06,Unplugged,13,4.51,-4.72,-34.11,-12063.66,216.67,-0.16|
4094294,27,95.43,24.17,0,60,0.09,Unplugged,11,4.37,-4.62,-33.39,-11809.47,183.33,-0.18|
4094337,26,95.56,24.17,0,60,0.06,Unplugged,12,4.24,-4.45,-32.19,-11383.53,200,-0.16|
4094380,27,95.69,24.17,0,60,0.08,Unplugged,11,4.11,-4.34,-31.38,-11096.88,183.33,-0.17|
4094424,26,95.82,24.17,0,60,0.06,Unplugged,12,3.98,-4.18,-30.24,-10693.74,200,-0.15|
4094466,28,95.94,24.17,0,60,0.06,Unplugged,10,3.86,-4.1,-29.66,-10489.91,166.67,-0.18|
4094510,28,96.06,24.17,0,60,0.08,Unplugged,10,3.74,-3.97,-28.72,-10157.24,166.67,-0.17|
4094553,26,96.18,24.17,0,60,0.06,Unplugged,12,3.62,-3.81,-27.51,-9729.74,200,-0.14|
4094595,27,96.29,24.17,0,60,0.08,Unplugged,11,3.51,-3.7,-26.77,-9467.83,183.33,-0.15|
4094638,27,96.4,24.17,0,60,0.06,Unplugged,11,3.4,-3.59,-25.93,-9171.74,183.33,-0.14|
4094681,28,96.51,24.17,0,60,0.08,Unplugged,10,3.29,-3.49,-25.27,-8938.02,166.67,-0.15|
4094724,27,96.61,24.17,0,60,0.07,Unplugged,11,3.19,-3.36,-24.33,-8603.36,183.33,-0.13|
4094767,29,96.71,24.17,0,60,0.07,Unplugged,9,3.09,-3.3,-23.9,-8451.9,150,-0.16|
4094810,27,96.81,24.17,0,60,0.08,Unplugged,11,2.99,-3.15,-22.8,-8065.38,183.33,-0.12|
4094854,28,96.91,24.17,0,60,0.05,Unplugged,10,2.89,-3.07,-22.22,-7857.56,166.67,-0.13|
4094897,28,97,24.17,0,60,0.08,Unplugged,10,2.8,-2.97,-21.5,-7602.98,166.67,-0.13|
4094940,28,97.09,24.17,0,60,0.07,Unplugged,10,2.71,-2.87,-20.8,-7355.24,166.67,-0.12|
4094983,29,97.18,24.17,0,60,0.06,Unplugged,9,2.62,-2.8,-20.25,-7163.12,150,-0.14|
4095027,28,97.27,24.17,0,60,0.06,Unplugged,10,2.53,-2.68,-19.41,-6866.02,166.67,-0.12|
4095070,28,97.36,24.17,0,60,0.06,Unplugged,10,2.44,-2.59,-18.74,-6628.71,166.67,-0.11|
4095113,29,97.44,24.17,0,60,0.08,Unplugged,9,2.36,-2.52,-18.25,-6454.14,150,-0.12|
4095156,28,97.52,24.17,0,60,0.07,Unplugged,10,2.28,-2.42,-17.49,-6186.86,166.67,-0.10|
4095200,29,97.6,24.17,0,60,0.07,Unplugged,9,2.2,-2.35,-17.01,-6017.05,150,-0.11|
4095242,29,97.68,24.17,0,60,0.08,Unplugged,9,2.12,-2.27,-16.42,-5807.93,150,-0.11|
4095285,28,97.76,24.17,0,60,0.06,Unplugged,10,2.04,-2.17,-15.71,-5555.4,166.67,-0.09|
4095329,30,97.83,24.17,0,60,0.08,Unplugged,8,1.97,-2.13,-15.42,-5451.99,133.33,-0.12|
