Time,Tissue Displacement,Pressure,Temperature,Piston Displacement,Opening Diameter,Battery Voltage,Charging,deformation,pressureApplied,IAP,stress,force,strain,elasticity
4152089,33,100.15,24.15,0,60,0.06,Unplugged,5,-0.35,0.4,2.92,1033.08,83.33,0.04|
4152131,32,100.15,24.15,0,60,0.05,Unplugged,6,-0.35,0.39,2.86,1011.31,100,0.03|
4152176,32,100.15,24.15,0,60,0.03,Unplugged,6,-0.35,0.39,2.86,1010.81,100,0.03|
4152219,32,100.15,24.15,0,60,0.07,Unplugged,6,-0.35,0.39,2.86,1011.4,100,0.03|
4152261,34,100.15,24.15,0,60,0.05,Unplugged,4,-0.35,0.42,3.04,1075.43,66.67,0.05|
4152305,32,100.15,24.15,0,60,0.06,Unplugged,6,-0.35,0.39,2.85,1006.33,100,0.03|
4152348,33,100.15,24.15,0,60,0.05,Unplugged,5,-0.35,0.4,2.91,1030.82,83.33,0.03|
4152389,32,100.15,24.15,0,60,0.05,Unplugged,6,-0.35,0.39,2.85,1009.74,100,0.03|
4152432,35,100.15,24.15,0,60,0.06,Unplugged,3,-0.35,0.44,3.24,1146.49,50,0.06|
4152476,34,100.16,24.15,0,60,0.05,Unplugged,4,-0.36,0.42,3.04,1076.56,66.67,0.05|
4152518,34,100.16,24.15,0,60,0.06,Unplugged,4,-0.36,0.42,3.05,1078.69,66.67,0.05|
4152560,32,100.16,24.15,0,60,0.04,Unplugged,6,-0.36,0.4,2.88,1017.75,100,0.03|
4152603,33,100.16,24.15,0,60,0.07,Unplugged,5,-0.36,0.4,2.95,1044.33,83.33,0.04|
4152645,31,100.16,24.15,0,60,0.05,Unplugged,7,-0.36,0.39,2.84,1003.93,116.67,0.02|
4152688,34,100.16,24.15,0,60,0.06,Unplugged,4,-0.36,0.42,3.08,1090.19,66.67,0.05|
4152730,33,100.16,24.15,0,60,0.04,Unplugged,5,-0.36,0.41,2.97,1050.81,83.33,0.04|
4152772,32,100.16,24.15,0,60,0.06,Unplugged,6,-0.36,0.4,2.91,1030.4,100,0.03|
4152815,31,100.16,24.15,0,60,0.06,Unplugged,7,-0.36,0.39,2.86,1013.16,116.67,0.02|
4152857,34,100.16,24.15,0,60,0.05,Unplugged,4,-0.36,0.43,3.11,1101.48,66.67,0.05|
4152900,32,100.17,24.15,0,60,0.06,Unplugged,6,-0.37,0.4,2.94,1041.27,100,0.03|
4152942,33,100.17,24.15,0,60,0.05,Unplugged,5,-0.37,0.42,3.04,1073.58,83.33,0.04|
4152984,34,100.17,24.15,0,60,0.07,Unplugged,4,-0.37,0.43,3.15,1114.57,66.67,0.05|
4153027,34,100.17,24.15,0,60,0.05,Unplugged,4,-0.37,0.43,3.14,1109.09,66.67,0.05|
4153070,33,100.16,24.15,0,60,0.07,Unplugged,5,-0.36,0.41,3.01,1063.87,83.33,0.04|
4153113,34,100.16,24.15,0,60,0.05,Unplugged,4,-0.36,0.42,3.11,1100.55,66.67,0.05|
4153155,31,100.16,24.15,0,60,0.06,Unplugged,7,-0.36,0.39,2.87,1013.76,116.67,0.02|
4153198,34,100.16,24.15,0,60,0.05,Unplugged,4,-0.36,0.42,3.1,1097.98,66.67,0.05|
4153240,32,100.16,24.15,0,60,0.05,Unplugged,6,-0.36,0.4,2.92,1031.27,100,0.03|
4153282,33,100.16,24.15,0,60,0.06,Unplugged,5,-0.36,0.41,2.99,1056.18,83.33,0.04|
4153326,32,100.16,24.15,0,60,0.04,Unplugged,6,-0.36,0.4,2.92,1031.07,100,0.03|
4153368,34,100.16,24.15,0,60,0.07,Unplugged,4,-0.36,0.43,3.11,1101.5,66.67,0.05|
